order_id,order_date,channel,region,sku,product_name,category,qty,unit_price,discount_amount,revenue,cost,status
ORD-000075,2026-04-01,Website,Sumatera,FCW,Facial Cleanser Wash,Cleanser,1,99000,19800,79200,41000,completed
ORD-000076,2026-04-01,Website,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000077,2026-04-01,Website,Jabodetabek,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-000078,2026-04-01,Website,Jawa Barat,SER,Brightening Serum,Serum,2,210000,42000,378000,210000,completed
ORD-000079,2026-04-01,Website,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000080,2026-04-01,Website,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-000081,2026-04-02,TikTok,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-000082,2026-04-02,TikTok,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-000083,2026-04-02,TikTok,Jabodetabek,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000084,2026-04-02,TikTok,Jabodetabek,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-000085,2026-04-02,TikTok,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,2,168000,0,336000,164000,completed
ORD-000086,2026-04-02,TikTok,Jawa Barat,ECG,Eye Care Gel,Treatment,1,175000,17500,157500,92000,completed
ORD-000087,2026-04-02,TikTok,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,1,99000,9900,89100,41000,completed
ORD-000088,2026-04-02,TikTok,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-000089,2026-04-02,TikTok,Jawa Timur,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000090,2026-04-02,TikTok,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000091,2026-04-02,TikTok,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000092,2026-04-02,TikTok,Jabodetabek,ADC,Acne Defense Cream,Treatment,2,145000,14500,275500,128000,completed
ORD-000093,2026-04-02,TikTok,Jabodetabek,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-000094,2026-04-02,TikTok,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000095,2026-04-02,TikTok,Jawa Timur,ADC,Acne Defense Cream,Treatment,2,145000,14500,275500,128000,completed
ORD-000096,2026-04-02,TikTok,Jawa Timur,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-000097,2026-04-02,TikTok,Jabodetabek,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-000098,2026-04-02,TikTok,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-000099,2026-04-02,TikTok,Jawa Timur,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-000100,2026-04-02,TikTok,Kalimantan,ADC,Acne Defense Cream,Treatment,2,145000,29000,261000,128000,completed
ORD-000101,2026-04-02,TikTok,Jawa Barat,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-000102,2026-04-02,TikTok,Sumatera,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-000103,2026-04-02,TikTok,Sumatera,ADC,Acne Defense Cream,Treatment,2,145000,0,290000,128000,completed
ORD-000104,2026-04-02,TikTok,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-000105,2026-04-02,Shopee,Jawa Barat,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-000106,2026-04-02,Shopee,Jabodetabek,ECG,Eye Care Gel,Treatment,1,175000,17500,157500,92000,completed
ORD-000107,2026-04-02,Shopee,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-000108,2026-04-02,Shopee,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-000109,2026-04-02,Shopee,Kalimantan,FCW,Facial Cleanser Wash,Cleanser,3,99000,14800,282200,123000,completed
ORD-000110,2026-04-02,Shopee,Jawa Timur,ECG,Eye Care Gel,Treatment,3,175000,0,525000,276000,completed
ORD-000111,2026-04-02,Shopee,Jabodetabek,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-000112,2026-04-02,Shopee,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-000113,2026-04-02,Shopee,Jawa Timur,TON,Hydrating Toner,Toner,2,115000,0,230000,104000,completed
ORD-000114,2026-04-02,Shopee,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000115,2026-04-02,Shopee,Jawa Tengah,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-000116,2026-04-02,Shopee,Sumatera,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-000117,2026-04-02,Shopee,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000118,2026-04-02,Shopee,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000119,2026-04-02,Shopee,Jabodetabek,TON,Hydrating Toner,Toner,2,115000,11500,218500,104000,completed
ORD-000120,2026-04-02,Shopee,Sumatera,TON,Hydrating Toner,Toner,2,115000,46000,184000,104000,completed
ORD-000121,2026-04-02,Shopee,Sumatera,SER,Brightening Serum,Serum,1,210000,42000,168000,105000,completed
ORD-000122,2026-04-02,Shopee,Kalimantan,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-000123,2026-04-02,Shopee,Sumatera,FCW,Facial Cleanser Wash,Cleanser,2,99000,39600,-142560,0,returned
ORD-000124,2026-04-02,Shopee,Jabodetabek,SER,Brightening Serum,Serum,2,210000,63000,357000,210000,completed
ORD-000125,2026-04-02,Shopee,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000126,2026-04-02,Shopee,Jawa Timur,ECG,Eye Care Gel,Treatment,1,175000,17500,157500,92000,completed
ORD-000127,2026-04-02,Shopee,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-000128,2026-04-02,Shopee,Sumatera,TON,Hydrating Toner,Toner,1,115000,17200,97800,52000,completed
ORD-000129,2026-04-02,Shopee,Sumatera,ECG,Eye Care Gel,Treatment,2,175000,17500,332500,184000,completed
ORD-000130,2026-04-02,Tokopedia,Jawa Barat,ECG,Eye Care Gel,Treatment,2,175000,35000,-283500,0,returned
ORD-000131,2026-04-02,Tokopedia,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000132,2026-04-02,Tokopedia,Kalimantan,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-000133,2026-04-02,Tokopedia,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,1,99000,9900,89100,41000,completed
ORD-000134,2026-04-02,Tokopedia,Sumatera,ECG,Eye Care Gel,Treatment,2,175000,35000,315000,184000,completed
ORD-000135,2026-04-02,Tokopedia,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-000136,2026-04-02,Tokopedia,Jawa Tengah,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-000137,2026-04-02,Tokopedia,Jabodetabek,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000138,2026-04-02,Tokopedia,Sumatera,SSUP,Sunscreen SPF 50,Suncare,2,168000,16800,319200,164000,completed
ORD-000139,2026-04-02,Tokopedia,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,21800,123200,64000,completed
ORD-000140,2026-04-02,Tokopedia,Jawa Timur,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-000141,2026-04-02,Tokopedia,Jawa Tengah,ECG,Eye Care Gel,Treatment,2,175000,0,350000,184000,completed
ORD-000142,2026-04-02,Tokopedia,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000143,2026-04-02,Tokopedia,Jabodetabek,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-000144,2026-04-02,Tokopedia,Kalimantan,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-000145,2026-04-02,Tokopedia,Sumatera,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-000146,2026-04-02,Tokopedia,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000147,2026-04-02,Website,Jabodetabek,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-000148,2026-04-02,Website,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-000149,2026-04-02,Website,Jabodetabek,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-000150,2026-04-02,Website,Jawa Timur,TON,Hydrating Toner,Toner,1,115000,11500,103500,52000,completed
ORD-000151,2026-04-02,Website,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,21000,189000,105000,completed
ORD-000152,2026-04-02,Website,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-000153,2026-04-02,Website,Jabodetabek,ECG,Eye Care Gel,Treatment,1,175000,35000,140000,92000,completed
ORD-000154,2026-04-02,Website,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000155,2026-04-02,Website,Jabodetabek,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000156,2026-04-02,Website,Kalimantan,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-000157,2026-04-02,Website,Kalimantan,ECG,Eye Care Gel,Treatment,1,175000,26200,148800,92000,completed
ORD-000158,2026-04-02,Website,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-000159,2026-04-02,Website,Sumatera,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000160,2026-04-02,Website,Jawa Timur,ADC,Acne Defense Cream,Treatment,2,145000,29000,261000,128000,completed
ORD-000161,2026-04-03,TikTok,Jawa Timur,TON,Hydrating Toner,Toner,2,115000,0,230000,104000,completed
ORD-000162,2026-04-03,TikTok,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000163,2026-04-03,TikTok,Jawa Barat,SER,Brightening Serum,Serum,1,210000,42000,168000,105000,completed
ORD-000164,2026-04-03,TikTok,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,21000,189000,105000,completed
ORD-000165,2026-04-03,TikTok,Jabodetabek,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-000166,2026-04-03,TikTok,Jawa Tengah,ADC,Acne Defense Cream,Treatment,2,145000,58000,232000,128000,completed
ORD-000167,2026-04-03,TikTok,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-000168,2026-04-03,TikTok,Jawa Timur,SER,Brightening Serum,Serum,2,210000,63000,357000,210000,completed
ORD-000169,2026-04-03,TikTok,Kalimantan,ECG,Eye Care Gel,Treatment,2,175000,0,350000,184000,completed
ORD-000170,2026-04-03,TikTok,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,2,99000,0,198000,82000,completed
ORD-000171,2026-04-03,TikTok,Sumatera,FCW,Facial Cleanser Wash,Cleanser,1,99000,9900,89100,41000,completed
ORD-000172,2026-04-03,TikTok,Jabodetabek,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-000173,2026-04-03,TikTok,Jawa Tengah,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-000174,2026-04-03,TikTok,Jawa Barat,TON,Hydrating Toner,Toner,1,115000,17200,97800,52000,completed
ORD-000175,2026-04-03,TikTok,Kalimantan,FCW,Facial Cleanser Wash,Cleanser,1,99000,14800,84200,41000,completed
ORD-000176,2026-04-03,TikTok,Sumatera,FCW,Facial Cleanser Wash,Cleanser,1,99000,19800,79200,41000,completed
ORD-000177,2026-04-03,TikTok,Jawa Barat,ADC,Acne Defense Cream,Treatment,2,145000,0,290000,128000,completed
ORD-000178,2026-04-03,TikTok,Sumatera,TON,Hydrating Toner,Toner,1,115000,11500,103500,52000,completed
ORD-000179,2026-04-03,TikTok,Sumatera,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-000180,2026-04-03,TikTok,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-000181,2026-04-03,TikTok,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000182,2026-04-03,TikTok,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-000183,2026-04-03,TikTok,Jawa Barat,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-000184,2026-04-03,TikTok,Jawa Timur,TON,Hydrating Toner,Toner,1,115000,11500,103500,52000,completed
ORD-000185,2026-04-03,TikTok,Jawa Barat,ADC,Acne Defense Cream,Treatment,2,145000,29000,261000,128000,completed
ORD-000186,2026-04-03,TikTok,Sumatera,ECG,Eye Care Gel,Treatment,1,175000,17500,157500,92000,completed
ORD-000187,2026-04-03,TikTok,Sumatera,ADC,Acne Defense Cream,Treatment,2,145000,43500,246500,128000,completed
ORD-000188,2026-04-03,TikTok,Jabodetabek,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-000189,2026-04-03,TikTok,Jabodetabek,ECG,Eye Care Gel,Treatment,1,175000,0,175000,92000,completed
ORD-000190,2026-04-03,TikTok,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,14800,84200,41000,completed
ORD-000191,2026-04-03,Shopee,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,2,99000,9900,188100,82000,completed
ORD-000192,2026-04-03,Shopee,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-000193,2026-04-03,Shopee,Jabodetabek,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-000194,2026-04-03,Shopee,Jawa Barat,TON,Hydrating Toner,Toner,2,115000,0,230000,104000,completed
ORD-000195,2026-04-03,Shopee,Jawa Timur,FCW,Facial Cleanser Wash,Cleanser,1,99000,19800,79200,41000,completed
ORD-000196,2026-04-03,Shopee,Jabodetabek,ADC,Acne Defense Cream,Treatment,2,145000,14500,275500,128000,completed
ORD-000197,2026-04-03,Shopee,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,21000,189000,105000,completed
ORD-000198,2026-04-03,Shopee,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-000199,2026-04-03,Shopee,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000200,2026-04-03,Shopee,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000201,2026-04-03,Shopee,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-000202,2026-04-03,Shopee,Jabodetabek,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-000203,2026-04-03,Shopee,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,9900,89100,41000,completed
ORD-000204,2026-04-03,Shopee,Sumatera,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-000205,2026-04-03,Shopee,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,9900,89100,41000,completed
ORD-000206,2026-04-03,Shopee,Kalimantan,ECG,Eye Care Gel,Treatment,1,175000,0,175000,92000,completed
ORD-000207,2026-04-03,Shopee,Sumatera,ECG,Eye Care Gel,Treatment,2,175000,52500,297500,184000,completed
ORD-000208,2026-04-03,Shopee,Jawa Barat,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-000209,2026-04-03,Shopee,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,1,99000,14800,84200,41000,completed
ORD-000210,2026-04-03,Shopee,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-000211,2026-04-03,Shopee,Jawa Timur,TON,Hydrating Toner,Toner,1,115000,17200,97800,52000,completed
ORD-000212,2026-04-03,Shopee,Jawa Barat,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-000213,2026-04-03,Tokopedia,Jawa Tengah,SER,Brightening Serum,Serum,2,210000,0,420000,210000,completed
ORD-000214,2026-04-03,Tokopedia,Jabodetabek,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-000215,2026-04-03,Tokopedia,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,9900,89100,41000,completed
ORD-000216,2026-04-03,Tokopedia,Sumatera,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-000217,2026-04-03,Tokopedia,Sumatera,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-000218,2026-04-03,Tokopedia,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-000219,2026-04-03,Tokopedia,Sumatera,SSUP,Sunscreen SPF 50,Suncare,2,168000,0,336000,164000,completed
ORD-000220,2026-04-03,Tokopedia,Jawa Timur,SER,Brightening Serum,Serum,2,210000,63000,357000,210000,completed
ORD-000221,2026-04-03,Tokopedia,Jawa Barat,ECG,Eye Care Gel,Treatment,1,175000,0,175000,92000,completed
ORD-000222,2026-04-03,Tokopedia,Jawa Timur,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-000223,2026-04-03,Tokopedia,Jawa Barat,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
